Comment Head	Comment Body	Comment Rating
 The Best Prison Story On Film	"Few movies can get this critic watching them again and again, but Shawshank hits the mark on it's near flawless story and cinematography. With the brilliant acting of Morgan Freeman and as Red and Tim Robbins as Andy Dufresne, this adaptation of a Stephen King novella reaches out to audiences of all backgrounds.Comedy lovers need not be discouraged as The Shawshank Redemption is without comic relief to lighten the dramatic tensions laced within the movie.My one criticism though is that write/director Frank Darabont just had to yank that extra tear out of the audience. This was apparent in certain scenes as the one when Brooks Hatlen has too much ""trouble"" with his free life."	10
 A very good film. But not THAT good...	This film is probably one of if not the best sleeper hits in film history. Of all the votes cast on IMDb, I bet less than 1% saw the film at the cinema. Like all sleeper hits, under-hyped at the time of release, when you watch it and revel in its brilliance, your hair standing on end in parts, it feels more personal to you than a massive blockbuster. I think this is why it is so over-rated. it is not a ten. Tim Robbins and Morgan Freeman are so fantastic and the story is so emotionally wrought that it is possible to get carried away. But better than the Godfather? Gimme a break!!! We are comparing the work of a superb craftsman with the work of a visionary artist whose films have had more influence on modern cinema than anyone bar perhaps his old film-school mates. A fantastic, hugely-credible tearjerker. By the DVD, get it out now and again, get yer tissues ready.	8
 Upbeat prison drama		8
 Brilliant, Powerful and Moving	The Shawshank Redemption (1994, Dir. Frank Darabont) Announced guilty for the murder of his wife, Andy Dufresne (Robbins) is sent to Shawshank prison to serve a life term. Becoming friends with Red (Morgan), Andy tries to adapt to prison life, and goes on an unforgettable journey with Red inside the prison walls.Brilliant, Powerful and Moving storytelling brought together by everyone involved. Robbins and Freeman showcase their full acting talents and provide amazing performances in a wonderful classic that deserved top mark in best film lists.Get busy living, or get busy dying.  Ellis Boyd 'Red' Redding (Morgan Freeman)	10
 Best stuff i've ever seen	If you guys are having the sparing some of your time to watch a movie,you must check out The Shawshank Redemption. It has gotta be the best motion picture ever made. It simply touches your soul and leaves such a thunderous impact on you. A very simple story which tells you to have hope,no matter what circumstances may arise. I am thoroughly out of words to describe how good this movie is. Doesn't matter what genre you like but in no way are you not going to appreciate the beauty of this movie. It tells us how hope is a good thing,maybe the best of the things there are & good things never die. Simply outstanding stuff. Best motion movie ever made. Period.	10
 the best movie ever	why i think this is the best movie ever!!! ..... i think is the best movie ever cause u will never hear someone to tell u that he doesn't liked that movie (in any age that can understand about movies)!! so we have a movie that everyone likes no exceptions !!! do u know another movie that all people likes?? i am not sure there is !!! as example ,,, godfather ,,, perfect movie but for some people that they don't like the subject of the movie is not so good !!! ... so i think is good choice to be no 1!!.............................. ............................................................ ............................ any different opinions will be discussed!!!	10
 A sleeping giant of a spectacle.		10
 A prisoner can do anything to keep himself busy, Anything!!		10
 Please don't miss this one film........		10
 The best movie i have ever seen	Hope can set anyone free, imprisoned or not imprisoned, it affects us all.The shawshank redemption is not only the greatest movie i have ever seen, but it also consists of the greatest screen play I have ever seen. Morgan Freemen and Tim Robbins were casted perfectly, and it was the screen play that made it great. The scenery was great as welll, like when Red was walking out of the field andy told him to go to, and the crickets were flying all over the place. I loved watching how Morgan Freemen before on the bus before he got andys gift and after, Andy gave him hope and it set him free.The fact is this movie has it all. Screenplay, acting, scenery, and of course the little things that make the Shawshank deserving to hold the 1 spot on my list for greatest movies ever made	10
 There are not many movies I would give 10/10	I first saw this film some years ago and it left a deep impression on my mind. Recently I made a list of films that I had seen before that I would like to see again. Top of my list was The Shawshank Redemption. All I could remember of the film was that it was about 2 men in Prison BUT that it had made a deep impression on me and I wanted to see it again. I got to see it again and I was not disappointed. It was on local TV and even all the ads couldn't spoil it. I was entranced by the two chief characters who were superb and also by the secondary characters. As the final credits rolled I felt as though I could watch it again and pick up on things that I had missed. I've never felt like that before about any film. I haven't checked as to whether this movie received any Oscars but it certainly should have for the characters, for the story, for best film and so on. I highly recommend this movie. Definitely 10/10. I'm off to find it on DVD.	10
 Wow! It just doesn't get much better than this!	I must say that movies like this are certainly rare. There aren't many other movies that can combine drama and comedy and also a moral lesson that speaks to the heart as this one does. I actually watched this movie in my high school AP English 4 class as we were comparing it to the novel One Day in the Life of Ivan Denisovich by Alexandr Solzhenitsyn. While that was a good book, Shawshank is SO much better. I was surprised that our teacher actually let us watch it because our school was somewhat anal about movies with sex and/or language in it but I am so glad i got to see it. It was the highlight of the class. The main character of Andy has a quality that all of us possess, which is the desire to defy the odds overcome our obstacles. There's not much more I can say that has not already been said. Wonderful movie with great acting and a lesson that is important for everyone 9 stars!	9
 The Picture of Freedom		9
 Shawshank has a sobering message for everyone.		8
 Will leave you inspired		8
 Not about Jail	To most this is jail break movie, to others it's about friendship, yet some swear by how it is about standing up against authority.See, the thing with great movies is that they're always about simple things. This movie was about life - about the mistakes you make - about the price you might have to pay - about the irony in it - and of course, about redemption. There is not a single moment in the movie when you feel the crew has lost their grip on the script.What I enjoyed the most was Morgan Freeman's soliloquies. The dialogues a quoteworthy and are etched long after the movie ends.This is one of those movies you never get tired of watching.	10
 An Outstanding Movie That Will Be Around A Long Time	With the many other entries already here, I won't bore the reader with another synopsis. But hopefully, I will provide the details of one scene that sticks out so greatly in my memory because of the unbelievable (and fantastic) attention to detail that is not only here but is gloriously throughout this whole movie.Towards the end, Red (Morgan Freeman) is searching for something that Andy Dufresne (Tim Robbins) left for him. Red has been paroled but the possibility still exists that he will either kill himself like Brooks or commit a crime just to get back into the safety of prison. His day job (bag boy at a local grocery store) is going nowhere.Months (possibly years) before, Andy gave Red directions on finding something very important if Red ever got out of prison. Red finally with nothing else left to do, follows up on that request. He travels a fairly long way (for him), across some difficult terrain and comes upon the scene described. Yet, it still requires searching and faith to uncover what Andy has left him.Finally, he finds it, and opens the contents, and his life is changed forever.What is so important is the minute detail of this scene  the location is not next to some superhighway but far off the most unbeaten path one could imagine. The object is not carelessly left under one rock, but under a number. Many people would have assumed they were in the wrong place after a few minutes of not finding the object and moved on.Finally, when Red does find it, he looks very furtively around him sure that someone must be watching him. He sits down, now practically hidden from any possible passers-by, and opens the object, and what he finds inside leads him to even more frightenedly glance around, sure now that there must be others watching, he must be found out, HE MUST STILL BE IN PRISON.This whole scene could have been done it about two minutes, a couple of quick cuts, him opening the box and discovering the contents and then a cut to the next scene. But, it isn't that at all, it is one of the most intricate scenes I have ever witnessed for what is a small advancement of the plot. But that's the catch. This is so important to the plot, that the scene had to be given this kind of detail, so that the viewer would completely understand what Andy was talking about and what Red had to discover. Red for all practical purposes was still in prison  and he wasn't living yet, he was still getting busy dying.At this moment in the movie, Red (and you the viewer) still doesn't know if Andy made it on the outside. He escaped, but where to? Yes there was that (more or less) cryptic postcard, but especially how did whatever Andy left for Red figure into the story? When would Andy have buried it? How did he know what to put inside it? Considering the search underway for Andy on the day following his escape, if I were Andy, as soon as I recovered the money from the banks, I would have been long gone, far, far out of the state of Maine. I certainly wouldn't want the warden walking into any of the banks and finding me there, and it would have taken several days for the newspaper to decide to publish the article and especially for the State Corrections officials to come down on the warden even with all the incriminating evidence. Andy needed to be gone for several months until all the hoopla had died down before he could return to actually bury the object. So, the intricacy of this scene now becomes clear as it really has to match the intricacy of Andy's planning for every detail This whole sequence is so important to the story, because it's now time for Red to decide if he should get busy dying or get busy living, because he now finally has the choice. Maybe this movie is more about Red's growth then about Andy's resilience. Andy always had his drive, Red needed to learn it. Andy gave him the courage to finally face his own demons and overcome them. Red now has his chance at redemption. Remember, Andy didn't commit any crimes, Red did. Andy really didn't need to be redeemed - Red needed it badly, The performances by Tim Robbins, especially when he tells Red of his request and Red imagines the worst, and of Morgan Freeman in this little scene are spectacular. I cannot possibly imagine any other actors pulling this off.	9
 The Shawshank Redemption	The Shawshank Redemption is a unique movie.Tim Robbins gives the performance of his life and this is the movie for which Morgan Freeman deserved to win an Oscar but didn't. There are many twists and turns and the ending is very poignant.In fact, the entire last third of movie is filled with marvelous scenes. If there is any drawback to this movie, it is that it is a tad too long, meaning it's often edited when it is shown with commercials on TV. Rent this, or better yet, buy it to enjoy it fully.	
 Heart Wrenching Movie	The Shawshank Redemption is a great movie. You can tell it is a great movie from the very beginning. Unlike many movies of the same type, the main character gets away, and the main villain gets what was coming too him. The Scene where Andy escapes is one of those scenes that will stick with you for a long time. It is without a doubt one of my favorite movie scenes. The way he is just stripping his clothes and throwing them on the ground, it really gives you a since for how emotional a moment it is for him. When he looks up at the sky, it just makes you want to cry. Hey that rhymed. Anyway, everyone should see this movie.	9
 Perhaps the greatest film ever made...	This film captivates the imagination and gives all who watch it hope. For a film to put you to tears through happiness and sadness it really has to be something special. It has one of the greatest twists ever in film and has an ending that is unrivalled, it could not have been made any better. I have watched it maybe twenty times, its always an inspiration and an excellent tonic for those of us living a life we would like to change.The lines and the narration at the end are like poetry and the message of hope and human defiance is transcended to all. I can't recommend this film highly enough, it is an emotional roller-coaster but truly magical and will leave you warm inside.A masterpiece.	10
 Triumph of the human spirit	"When I first got this movie I was never bothered to watch it. I first heard of it from my cousin who said it was ""so damn good"". I never watched it for two months but when I got seriously bored I just decided it was time. And boy was my cousin right. This film is damn good. Andy Dufrene is accused of murder due to circumstantial evidence which results in him being sent to shawshank. There he meets Red and his mates. Over the years they bond and share a powerful friendship. This film tells the triumph of the human spirit, and how hope is a good thing. The acting is top notch, direction and cinematography brilliant, and the soundtrack empathizes the film like no other can. I seriously recommend this film to those that want to see a brilliant masterpiece.9/10"	9
 Faith sets you free	"I have no words to express the feelings I got after watching the climax of The Shawshank Redemption.Very few movies touch you and still fewer stays in you mind for a long time.Shawshank redemption managed to do both.In my opinion ""The Shawshank Redemption"" is the best movie to be made up to date.I don't really have to tell about Morgan Freeman,he is such a pleasure to watch.Some scenes are so poignant that you forget yourself.I particularly want to mention the scene in which Andy Dufresne plays the music in the loud speaker so that the prisoners be able to hear the wonderful music.The climax where Boyd Red reunites with Andy gives you a strange melodramatic feeling which only movies like Shawshank redemption,Forrest Gump gives."	10
 A remarkable film, in so many ways	I was initially sceptical about watching this film, the movie's advertisements never held much appeal for me but seeing as though I was sitting bored on a Friday night I decided to give it a go.And from start to end I was engrossed The film really gives an accurate interpretation to what life inside a maximum security prison would have been like, I was left wincing several times during the inevitable outbreak of violence. The film contains something for everyone, there's sorrow, friendship, violence my main complaint was that there were a few elements I did not understand, particularly in the scenes that regard the accountancy work that the main character engages in.The acting was unforgettable, Tim Robbins deserves credit as the main seemingly devoid of all feelings, yet with that certain characteristic about him, Morgan Freeman as usual shines through as the man who can 'get things' and my personal favourite Clancy Brown as the sadistic hard ass security captain.I recommend that everyone see this movie at least once, it is without a doubt one of the great classics of our time.	9
 This is by far one of the best drama's ever	This movie is absolute perfection. The story is about a bank teller, Andy, (Robbins)who is wrongfully imprisoned for life for the murder of his wife and her lover. In prison, Red (Freeman) becomes his best friend. The movie progresses by showing the life that Andy has to endure in prison. For example, he becomes a prime target by a few homicidal sodomites and obviously has to fight them off, which ends with him in the infirmary.The movie is excellent because it shows a very accurate portrayal of prison life, and the corruption within the prison by the blood thirsty power crazed guards, and the so called religious and honest warden, who is really a greedy sadistic manipulator who takes advantage of Andy by forcing him to do his taxes and make him work to make him rich.This movie may very bell be the best movie you ever see. It's real, it's dramatic, funny and has everything that a good drama needs. WATCH IT!!!	10
 Still riveting after so many years		10
 I have to remind myself that some birds aren't meant to be caged	"Perhaps the best line in the film can also be used to describe this film; a caged bird (the film) that shouldn't be locked up (at the video store).""The Shawshank Redemption"" can be described in only one word: Powerful.It is my favorite movie.Let me give you a short summary. Andy Drufesne (pronounced Dufrene; and played by Tim Robbins (Bull Durham)), the vice president of a large Portland, Maine bank, is given a life sentence in Shawshank Prison after he is accused of murdering his wife and her lover, run by religious Warden Norton (Bob Gunton) and sadistic Captain Hadley (Clancy Brown). He befriends fellow prisoner Red (Morgan Freeman (Driving Miss Daisy)). Over a few decades, Andy befriends the inmates, begins a library, education system and work program. But Andy is innocent, and has trouble convincing the authorities of that, and the film works up to the inspirational and excellent climax.Robbins and Freeman blend into their roles like chameleons, and the script is well written.I will sum up the review in this one statement: go see it.You will not be disappointed."	10
 Beautiful movie	First I must say that The Shawshank redemption is with no doubt a masterpiece.It is important to say that these days Hollywood is not making quality artistic movies,it is all about blockbusters,high budgets,commercial movies and special effects.Well,this movie on the contorary is one of the most important films of the 90's and maybe the most touching movie of all time.Full of or realist emotions this movie touches the heart of the average viewer in a very impressive and original way.It is a tale of hope and dreams of freedom.In 1994,almost unknown Frank Dourbunt created a movie that changed the movie history and showed to people that in the day of special effects and extremely gory film there can be a film totally different from all the others.Morgan Freeman and Tim Robins are great in this movie and they really deserved numerous awards that they received for making this film.There are many people who claimed that his movie changed their way of living and thinking in a good way and that is the biggest thing that a product of the 7th art can achieve.	10
 As perfect a story as has ever been written		10
 The Honest, The Emotional, The Best	My family told me this film was a deeply philosophical film which required mature minds to be able to understand. I couldn't disagree more. The Shawshank Redemption is about a man going to prison after being found guilty of murder of his wife, later to be discovered he was wrongly convicted. The story goes from Robbins being a small fish in a big pond in the prison to being a respected figure throughout the film and various events happening along the way. This picture is the only to make me lie awake at night thinking about life and its dreams. I cried during Shawshank and I'm proud of it, I've never felt so passionate about life and its important things. The Shawshank Redemption is about Love For Friends, Hope, Death, Humanity and Loss. Thank You	10
" ""Everybody's Innocent. Didn't you know that?"""		10
 Hope springs eternal...	"This movie was easily the best one based on a Stephen King and Frank Darabont screenplay. Tim Robbins and Morgan Freeman act very well together as best friends who find a way to deal with their difficult circumstances. Morgan Freeman's name in the movie is Ellis Boyd ""Red"" Redding. He is a person who can get you things, for a profit. Tim Robbins' name in the movie is Andrew Dufresne. He is someone accused of killing his wife. Andy asks Red to get him such items as a small rock hammer and posters of famous starlets. Red is someone disillusioned by the racist prison system, and serves as the main narrator for the film. This places the audience deeply inside the minds of the protagonists and even of the villains. I thought that Frank Darabont's directing was excellent. While close to three hours, it is time well spent as the movie is well written, well cast, and well directed. A solid 10/10 and recommended purchase."	10
 Greatness in simplicity	"TITLE: The Shawshank Redemption COUNTRY: USA YEAR: 1994 RATING: 10/10For me, the key to a good film can be found on the way the story is told, which is to say, the development of the script. Sometimes when we think of movie classics we always tend to associate with complex plots while forgetting that simplicity can also mean greatness. A few days back, after watching ""Sunset Boulevard"" I could not stop thinking how a simple story could have been so well written and shot. I feel the same about ""The Shawshank Redemption"". The story, per se, is absolutely ordinary. In the hands of others it could have resulted in a bland product. But with wonderful writing and filming the story reached an entirely different level of density. It's the audience gain and the movie industry too."	10
 Hope is a good thing :)	Hope is a good thing - this is the best quote for me from the movie. When I am depressed, I watch this movie, and there is not a single time I have not felt good.From the very first scene, with a drunk and disturbed Andy, to the last scene, with a free and relieved Andy - I enjoy all the moments. You don't watch some movies, but you start feeling them, and believe me, it is one of them. Tim Robbins and Morgan Freeman are exceedingly good in this movies and so is the storyline. Some of the best moments of the movie are - Andy winning beer for his co-workers (yes, Andy refers to his prison mates as co-workers), Andy resisting the violent advancements from the homosexual prisoners and getting beaten up each time but still never giving up, Andy playing the music record without giving an ear to the warden, Brooks struggling to live his post-prison life and finally committing suicide, the warden madly asking the poster about Andy and finally discovering the tunnel, Red getting the parole approved, Red finding the stone and Andy's stuffs and above all, Morgan Freeman's narration. The script of the narration is brilliant and Morgan Freeman's baritone gives it the needed effect.If you love true cinema, this is a movie for you. If you have not watched it, do it now!!! If you have watched it, I am sure you must have done it more than once. The movie deserves it...	10
 Something else....		10
 Great Movie		10
 its like blood flowing in the veins of god		10
" getting a life ""do over"""	"Kids who play unorganized games of baseball, basketball, or football will often make use of a ""do over"". The ""do over"" happens when the kids can't agree on exactly how legal a play was, whether there was a penalty, or what exactly happened. That particular play is forgotten and the game proceeds. This film is about a life ""do over"".By all measures Andy Dufresne (Tim Robbins) was successful: he was a banker, married to a beautiful wife, and living in a pleasant home. When his wife is murdered, he is convicted and sent to prison. While not guilty of murder, he convicts himself for neglecting his wife and - it is hinted - his privileged life. Prison forms the environment for even harsher penalties for this crime. Ironically in his endurance Andy finds a deeper appreciation for simpler things: friendship, opera arias, and a cold beer after hard work on a hot day.Red (Morgan Freeman) is also serving a life sentence for murder. He slowly becomes Andy's best friend. Red is the prison's unofficial retailer and a peerless guide for Andy in survival. It is through Red that Andy gathers a close ring of friends.Andy's hope is born from the prison warden's avarice and hypocrisy. Using his banking skills Andy is able to reward the warden's greed and his friends. Andy organizes a prison library where Red and his circle work.Andy realizes he must act after the Warden reveals the full extent of his insatiably evil appetite by murdering the only person who could prove his innocence.This is a long movie but like all great movies that isn't noticed. While it is guilty of being in the common genre of prison movies and having the sort of clichéd ending for which Hollywood is canonized, lionized, cursed and scandalized, the true measure of this movie is that it still delivers a potent story. This is hope for the hopeless.Zihuatanejo!"	10
 Perfection	"I've seen thousands of films and this is by far one of the best I've ever seen. This is one of the rare films that was better than the book. It was taken from Stephen Kings short story ""Rita Heyworth and the Shawshank Redemption"" I am a huge Stephen King fan and also enjoyed the story very much. This movie blew me away. I'm not a big Tim Robbins fan but he is perfect fit this role. Morgan Freeman is great in this just like he is in everything he does. This film has some of the best lines in it. When Morgan Freeman is narrating and says ""The only one I know that could crawl through a river of $hit and come out clean on the other side..."" It gives me goosebumps. If you have never seen this you should go out and buy it today."	10
 Very close to perfection of the craft.	Deserves an Oscar for the vignette around Brooks Hatlen alone. When film students begin the path of learning about the art of motion pictures, they would be well served to study this as an example of what can be accomplished by a master craftsman.Using a simple plot as a foundation around which all the necessary detail and thoughtful insight of human conditions can be layered, this is the closest you can come to telling a story flawlessly on film.Screw all that. How good is it? Every single time I'm flipping through the channels and I see it's on, it doesn't matter where it is in the plot or time-line, I stop and watch.Every time.	10
 Innocence can indeed survive in hell		10
 Simply the best	"What can you say that others haven't said about this film? (I notice there are 200 pages of comments). I'll try this: It is, quite simply, the best movie ever made. I have never seen a list of best films that didn't include it, and don't expect to until I'm very old.You can't go far wrong with great actors in a great story; add in great direction and great cinematography, and you have a classic. For me to say that a movie is better than 'Casablanca' is quite something, but this is it. There aren't many films that have had their titles changed either, but down the years this one has simply become known as ""Shawshank"".Just a final note to mention James Whitmore, often overlooked in all the praise that has been heaped on the other leads. How he didn't win a gong for his portrayal of the prison librarian I will never know. Yet another inexplicable miss by the Academy."	10
 Just phenomenal	That's right, this film is so amazing, it doesn't need to stand behind a flashy tag line in a review. this film can speak for itself, Frank Darabont's true masterpiece.Tim Robbins gives an Oscar-gypt'd performance as Andy Dufresne, an upstanding banker, framed for murder and sentenced to two life terms. There he meets Red (played by the immortal Mr. Morgan Freeman, who gives us the best voice-overs in movie history.) In prison, Dufresne becomes well known with the inmates for his courage, after being raped basically everyday for a month, and hope that the justice system will see him through.This film is a true masterpiece that can only come from years in the movie business, but Frank had close to none. He had only done two films before that weren't very good, I guess this proves what you can do with raw talent today.	10
 Beautiful		10
 Very good movie, but is it one of the best ever?	I remember seeing this movie back when it first came out. I have watched it several times since then. I really like this movie, but in my opinion their are a lot of movies that are much better. When I look at the top 250 I cringe at this one. I think that movies like this belong among the top 250, but I feel that this one lacks what is needed to be towards the top of that list. Movies such as citizen kane, clockwork orange, or pulp fiction should not be lower on the list than this one. A good movie is one that is well written and acted. A great movie is one that redefines movie making and does something that has not been done before, or at least something that is going to be remembered forever. The godfather deserves top billing on the list. It was very well written, very real and had lines that are repeated daily in movies, television or in talk around the coffee pot. All I remember from shawshank is Tim Robbins hands in the air after he escapes.	9
 Breathtaking	"There is something about this movie that always hits me. Probably cause it's a wonderful metaphor of most of man's existence. I've seen it many times during the years and the last one was even more beautiful than I remembered. So astonishing it didn't win any Academy Award, but very often this is the price really good movies have to pay, and certainly Shawshank has not much of appealing when glamorous, star system slaves decide what is worth and what is not. Probably if this movie was released nowadays it would have received more attention from the public (see the contents of recent nominees for best film in the last two Academy Award Night editions). However... A movie is great when you it keeps on flashing in your mind for the following days while you are working or doing something else. The best quote from it, according to me, is ""Get busy living.. or get busy dying"". Revealing."	10
 Interesting	I have to say that at first, I thought this movie would be boring. The storyline seemed so plain to me that I thought it was just one of those movies I would fall asleep to. But, one day, I decided to give this movie a shot. The storyline was simple as I had expected it to be but the director definitely did a good job in keeping it interesting all the same. The acting was flawless and even though the ending was a little bit too 'happy' for me, it didn't hurt the movie as a whole. It's not the best drama I've seen in my life, but it's definitely a movie that will keep you entertained and make you think about certain things in life.	10
 beyond words!	I saw this movie while still in university, kind of gloomy at first. while after several unexpected sharp turns , everything is clear with the sun rising above the horizon. I was totally shocked by the development of the plot with the protagonist trying an unusual means to get out of the prison and finally realized his dream of being free , unbelievable and amazing! Redemption of the sincere prisoners. Redemption of justice. With the movie coming to an end, the bad were doomed, the good were redemption ed. It should be like this. Life cycles. Man proposes, God deposes. That is the meaning of life, I think so.Meanwhile, without the support of these two excellent main characters, this movie can hardly be as good as this.	10
 On the way to Freedom		
 Perfect, and the best movie of 1994, if not the whole '90's.		10
 Best movie I've ever seen	This is the best movie I've ever seen, actually, I think it surpassed the Godfather. There are four things that I liked about this movie. 1)The storyline is terrific and unique. A former banker went into prison of murdering his wife, but he hasn't done all of that. We haven't seen this kind of movie yet. 2)The theme. The movie is about prison, in our impression, prison is a bad place, and everybody that went to prison will be desperate. But not Andy, he got along with those prisoners, and kept thinking about escape. That educates the people, don't give up hope. 3)The character. The main characters were impressive, Andy: He was well-educated, and unlucky, hopeful, and intelligent. Red: He was friendly, smart, but he wasn't hopeful. He didn't know what to do after the parole. Anyway, he overcame it at last. 4)The acting: Tim Robbins and Morgan Freeman did an excellent job in acting, and every single character in the Shawshank Redemption did well. Well, I think this movie has taken Godfather's place, to be the best movie I've ever seen.	10
 Hope and Despair		8
 Enjoy the excellence and perfection		10
 If you love movies, you will love Shawshank!		10
 The thinking man's prison movie.	This story takes place in prison but that is not to say it is a prison movie, because The Shawshank Redemption is so much more.In all reality this movie is a story about human nature at it's worst and best. It's about friendship and loss, full of emotion, irony, humor and nostalgia. All wrapped around one hell of a satisfying plot twist and revenge sequence against the story's antagonists you'll probably ever see.The icing on this scrumptious cake is one hell of a divine original scoring from composer Thomas Newman, the man who scored The Green Mile and American Beauty. It is haunting and often very moving. I realize that for many people one small segment of music in even a great film isn't enough to invoke a desire to watch the entire film. However there is a approximately 10 second segment of the score near the end of the film that will break your heart. You'll know which segment I mean if you see this film and if you're the right kind of person with a good soul, it will move you to tears. Somehow the movie manages to pull off an epic feel despite the backdrop being prison bars and walls. You really feel you've gone through the years with the two main characters in the film, by the end you really feel for these characters as if they were your friends. Making the end of their journey in this film affect you strongly. I would call this the best prison movie ever but for the fact that it really isn't a prison movie more than truly magnificent story that happens to take place in prison. This is however one of the best films ever made and I highly recommend it. This movie, especially the last 15 or 20 minutes will stay with you for years to come. It haunts me to this day.	10
 Inspiring and Amazing. This is my favourite film		10
 Excellent film!	One of my favorite films, I saw it awhile ago, and this film holds special magic that took away the day I watched it any bad feeling or anything I felt about that day. Story about humankind above all, and friendships, and the power of people believing in you, in a yet real way and not too cheesy way, that leaves you with a great taste in the mouth, and charisma of the two characters is excellent. The plot seemed a little far fetched first, but again, character development and power of human behavior is what makes this film so great. THere's something that strikes you to the emotion, and some simplicity in the film as well, that the moral and theme is, enjoy life, and don't forget those that are dear for you.	
 Simply Amazing	"This is definitely the best film I have ever seen, Tim Robbins Plays the Best Role Of His Career Portraying A Convicted Murderer In Shawshank Prison, The relationship with him and ""Red"" grows through the movie, there are many ups and downs through his prison life and he comes through most of them, Tommy gives him hope of finally being free but the idea is foiled after not long. Then a perfect ending follows. Quotes Such as ""Get Busy Livin', Or get Busy Dyin'"" and ""Hope Is A Good Thing, Maybe The Best Of Things, And No Good Thing Ever Dies"" more memorable from this movietruly amazing film I would recommend it to anyone, of you haven't seen this you must watch it before you die!!!"	10
 One of my own personal favorites		10
 Perfection	Usually when i watch a film i become analytical of certain aspects (ie acting, direction etc.) but on this occasion I totally became lost in the film, totally gripped by the drama and storyline. It's not often you can become lost in a film lot but this totally draws you in.Probably the best film I have ever seen and a 10 out of 10 is certainly rare by anyones standards. Not often can a film hit such a wide audience like this one can. It is truly versatile in its production.Well casted, the characters are totally believable and at no time can you doubt a reaction or performance.If you haven't seen this yet, you must watch as soon as possible!	10
 A really great film	"I only just viewed this film, which my mum said would be good watch in my revision breaks. And it is! its very hooking in the sense that you cant stop once you begun, but i had to as i did an hour of revising before hand, having 30mins of viewing time. Then i gave up revising when i had enough of this stop start routine and watched it through. And i think its influential to any type of person out there, and if you have time to watch it. As its most probable my ""now"" favourite film. As i really like horrors and sci-fi's i thought i wouldn't like this. but anything that Stephen King writes or Frank Darabont directs.I recommend this to anyone."	10
 Peace for all n great stories forever..... and they lived happily ever after		10
 deserving...?	#2 out of 250... dnt get me wrong the movie is great, but I cant imagine how this movie is so well liked. sure it has a great story line, plot, and ending. everything a good movie needs. but it is all talk. every part is predictable. i knew right from the beginning that the one new cell mate who told Andy hes innocent was going to be shot and killed. yadayadayada was all i heard for the 2hr 30 min movie. i loved it, but expected a lot more after reading the comments before watching... i don't know why, but i just expected more from this film. i just felt that it culd have gone the extra mile and be deserving of the best film ever made.	8
 Good Things Never DIE		
 This just might be the perfect movie		10
 No words can explain how good this movie is		10
 The Greatest Film to Never Win an Oscar	"Far and away, ""The Shawshank Redemption"" deserved, with every fiber of its being, to win the Best Picture Oscar for 1994. Morgan Freeman, who, until ""Million Dollar Baby,"" had been robbed of an Oscar for films such as ""Driving Miss Daisy,"" had his pinnacle performance for ""TSR."" Beautifully crafted, totally captivating, and flowing effortlessly with Freeman's narration, ""TSR,"" for all its gray colors, paints an exuberant portrait of life behind bars--the wrongly convicted Andy Dufrane (Tim Robbins) adapts to prison life, all the while calculating an escape that spans three decades. Keeping his friends close, and enemies closer, Dufrane takes a seemingly innocent hobby and turns it into a redemption that takes him to Mexico, with Red (Freeman) serving his time and following suit.If there is a film that speaks more to the believer in all of us, I haven't encountered it yet. It doesn't matter what hour of the evening, or what mood I'm in, if ""TSR"" is playing...I'm watching, and loving it just as much as the first time around.It's been fourteen years...if you haven't seen it, ask yourself, ""What the hell's wrong with me?"""	10
 Shawshank Redemption	This movie shows a great friendship between main characters Red and Andy. People should strive to gain an understanding and have immense respect for one another. Andy gave hope to Red throughout their friendship. I learned there is a right moment for everything, because Andy planned to escape from the prison when no one had any idea. When the warden was caught saving that money, by filing false claims, he ended up killing himself. This shows that justice seeks to find itself in the end. This movie was shocking, because no one would have thought about how Andy planned his escape. However, if you watched the movie closely you could see hints about how Andy was strategic on his every move,like a chess game is played out.	8
 A beautifully told story of friendship and hope	Andy Dufrunse (a young banker) is convicted for the murder of his wife and her secret lover, and is given a life imprisonment sentence which he will serve back to back. At Shawshank prison, he befriends the prison hustler, Red (who is known for getting things). Andy soon becomes a respected prisoner at Shawshank, he sets up the library, does tax returns for prison Warderns, helps fellow prisoners pass their collage degrees and so forth. His friendship with Red grows stronger. Red and his crew suspect that Andy is about to reach a breakdown... you will also think alike as well - given the set up of the film. But wait a minute, the film delivers a killer twist that will leave your mouth wide open... you will be amazed just how little it takes to break through toughest prison walls. I	10
 Outstanding	Best movie I have ever seen.If you did not see it you don't know what your missing out on. I can't believe I waited this long to watch this movie. But I saw it was going to be on TV tonight so I sat down and watched it. It was time well spent. The acting was excellent (especially Tim Robbins), the storyline was interesting...everything was great. As another reviewer mentioned, the time flies by when you're watching it. When the movie finished, I looked at the clock and was amazed that 3 hours had gone by. A movie about life, about freedom and about friendship. This movie is just perfect.Each time i see it, i learn something else. This movie gives you a different meaning about freedom. Great performances of Morgan Freeman	10
 Tied for my favourite film, a truly moving, inspiring masterpiece		10
